GSM1701025	GSM1701026	GSM1701027	GSM1701028	GSM1701029	GSM1701030	GSM1701031	GSM1701032	GSM1701033	GSM1701034	GSM1701035	GSM1701036	GSM1701037	GSM1701038	GSM1701039	GSM1701040	GSM1701041	GSM1701042	GSM1701043	GSM1701044	GSM1701045	GSM1701046	GSM1701047	GSM1701048	GSM1701049	GSM1701050	GSM1701051	GSM1701052	GSM1701053
OVOL1	3.37017	3.65398	3.18558	3.13871	3.65559	4.01068	3.98091	3.72588	3.35734	3.25967	3.13288	3.43654	3.1718	4.82161	3.87708	2.6545	3.3373	3.48496	3.49818	2.95798	3.98493	3.98792	3.47343	3.13637	3.73189	3.683	3.5842	3.05993	3.67736
FLJ20712	3.31643	3.20315	4.27915	4.08068	3.73999	3.36932	3.73943	3.31643	3.70183	4.1986	3.7053	3.37141	3.4464	4.34722	3.58795	2.90168	3.31643	3.28365	3.18281	3.46948	3.16153	3.04715	2.59528	2.79533	3.0385	2.95921	3.40021	2.83634	3.31643
OSBP2	5.69308	4.46001	4.48411	5.01823	4.70637	5.02431	5.63106	5.08548	4.40418	5.08169	4.44396	4.19217	4.58749	6.73662	4.6206	4.47296	4.5626	4.77274	4.39382	4.68626	5.43313	5.64299	4.21695	4.62815	4.56931	4.64103	4.93714	4.645	4.89918
RNF186	3.68632	4.16033	3.92291	4.26948	4.46415	4.15692	4.46415	3.85085	4.02423	4.81864	4.31851	3.88629	3.86622	4.94545	3.73199	3.92944	3.61673	3.76868	3.85905	3.79345	3.62038	3.64387	3.18422	3.40816	3.52482	3.35232	3.58221	3.30644	3.45085
CES5A	2.55836	2.59874	2.45469	2.57004	2.86927	2.56631	2.46693	2.76741	2.77465	2.88261	2.84254	2.23448	2.49474	3.40991	2.80769	2.63807	2.38136	2.79861	3.21228	2.58189	2.1153	2.08956	2.02951	2.13508	2.23664	2.02416	2.25316	1.85981	2.15196
HTRA4	2.68992	2.29673	2.75932	4.11749	3.27212	2.86873	3.05523	2.44764	2.85905	3.42559	2.60526	2.25925	2.60822	5.19745	3.00184	3.38974	2.88287	3.29741	3.96749	2.82159	2.82159	2.46821	2.87259	2.72369	2.53945	2.51535	2.19641	2.45479	2.25023
LINC02240	2.37076	2.7548	2.69489	2.81737	2.32628	2.38858	2.86485	2.37956	3.03584	2.91063	3.52029	2.93446	2.55948	4.52659	2.53314	2.55612	3.16561	3.01859	3.21317	2.8832	2.62061	2.53774	1.88779	2.23748	2.23932	1.98427	2.38663	2.29384	2.24354
MYRFL	2.5691	2.6225	2.5502	2.54111	2.72854	4.12918	3.42716	3.19081	2.6685	3.42158	2.82587	2.87461	2.24413	3.19081	2.33095	2.52564	2.61091	2.57063	2.90003	2.70643	2.14125	2.07375	2.10873	2.41676	2.15942	2.1452	2.287	2.27706	2.28629
CD79B	3.96085	3.23932	4.0141	3.40453	3.70024	3.54934	4.15264	3.20346	3.42277	3.55043	4.17461	3.73897	3.25003	4.57637	3.97488	3.03908	3.19552	3.5212	3.67603	4.29651	3.76241	3.55489	3.14271	3.14578	3.54934	2.86354	3.3385	3.19596	3.22292
IPO8	3.89262	3.93846	4.37826	4.18698	5.05556	3.54934	4.36687	4.77035	4.29703	4.1696	5.00541	4.08601	4.13134	5.58002	4.60003	4.56284	3.47775	3.78328	4.23785	4.78157	4.02212	4.06647	4.43134	4.0606	4.59078	4.8189	4.09439	3.82796	4.65226
FAM181A-AS1	2.76698	2.04287	2.27163	2.52746	2.66451	2.49567	2.60911	2.00342	2.44501	2.66107	3.10155	2.22611	2.15037	2.97826	2.53599	2.26764	2.7548	2.73387	2.61325	2.12712	2.20066	2.68798	1.85464	2.04885	1.91986	2.25135	2.12165	2.045	2.03985
AKR1A1	10.1505	9.39274	9.26718	9.05859	9.50726	9.27502	9.58741	8.49047	8.9311	8.2169	8.43028	9.22973	9.23351	6.56791	8.58057	9.33779	8.82865	8.88359	8.67478	9.50154	9.43999	9.49462	9.36803	9.16261	8.82843	8.96924	9.18354	9.18931	9.36652
SACM1L	7.8813	8.60528	8.85687	7.64985	7.67179	8.57527	7.33832	8.58615	9.12197	8.29891	8.22752	9.0761	9.06474	4.46676	9.24674	8.79442	9.25047	8.58083	8.84421	8.92106	8.3175	8.4135	8.69836	9.07767	8.64351	8.48974	8.47658	8.36484	8.49589
UNC13B	6.93507	6.2875	5.65625	4.93636	6.33497	5.47002	6.19027	6.21421	5.82695	5.77449	5.85404	6.24251	6.39334	3.30241	6.96824	6.56478	6.83598	6.19872	6.08307	5.60395	6.14986	6.05733	6.45965	6.21421	6.3567	6.39204	6.20705	6.42052	6.49788
CTRB2	4.14903	3.80224	3.67348	3.4166	4.2025	4.16206	4.09321	3.77595	3.30969	3.9951	4.12803	3.456	3.75249	3.22757	3.40984	3.86881	3.40957	3.56197	3.65823	3.75249	3.90643	3.76793	3.40479	3.99258	3.45505	3.61663	4.20036	3.84776	4.04827
RNF44	6.8692	7.90104	7.83044	6.68677	7.5792	6.14004	7.71459	7.9193	6.91729	7.36656	6.61276	6.56052	6.76415	5.74505	6.52362	6.27103	5.80311	6.28664	6.6416	6.44634	6.33015	6.41857	5.96979	5.53055	6.48219	6.52421	6.6019	6.64296	6.68746
CAPN15	3.62048	5.50487	3.99742	3.33572	4.36501	3.63849	4.55139	3.78793	3.20832	3.87125	3.91476	3.52676	3.84029	5.11424	3.81852	3.78793	3.82106	3.51668	4.01881	3.77013	3.72419	3.78166	3.83345	3.86421	4.30918	4.41865	4.35196	4.37187	4.27088
RAB3A	4.77084	4.55139	4.15134	3.63258	4.1838	4.29679	4.51862	3.91742	3.88901	4.44721	4.0589	3.8374	3.76277	5.34953	3.64258	3.83893	3.99324	4.11435	4.22662	4.04466	4.70564	4.47166	4.42803	3.74122	3.89173	3.82287	4.16667	4.08243	4.09653
MYL4	4.97688	4.60568	4.61921	4.78897	4.14732	4.31426	4.56627	4.78097	4.14732	4.35046	4.29323	4.06418	4.02763	4.1268	3.89915	4.11207	4.02742	3.80246	4.23326	4.20039	4.86374	4.81889	3.96171	4.19932	3.96444	3.9148	4.11459	3.93889	3.91035
MORC3	7.67993	8.1927	7.54072	7.32076	8.09689	7.71767	7.03855	8.76756	9.02054	7.62892	8.29436	8.6127	8.34874	3.00365	8.24657	8.27957	8.46618	8.10529	8.28948	8.3421	8.31347	8.59461	8.40963	8.3605	8.37871	8.26443	8.37657	8.12808	7.83775
SLC7A10	4.50988	3.21217	3.19462	3.53501	3.78922	3.03453	3.48793	3.44535	3.11945	3.65169	3.42975	2.75759	2.85671	4.41371	3.53501	3.11752	3.49046	3.47641	2.87473	3.85467	2.92718	3.4254	2.88362	2.9634	2.82139	2.88362	3.02005	2.95182	3.05458
L2HGDH	4.20221	4.99968	3.68929	4.61635	5.2704	4.05956	4.53364	4.15968	4.35547	4.50649	4.89258	3.86792	3.80885	6.8626	4.15968	4.14744	4.54288	3.63251	4.23315	5.12156	4.70152	4.32432	4.51106	4.57701	4.53562	4.95407	4.54053	4.69824	4.44469
DRP2	4.7017	4.31934	3.74835	4.36231	4.07666	4.68189	4.69307	4.55558	3.99599	4.89032	3.92788	4.06702	4.54743	4.57638	4.20203	3.97905	4.68729	4.60549	3.95785	4.02032	5.05382	4.54817	4.31416	4.10393	3.88306	4.35287	4.66267	4.37274	4.37478
BEND7	3.00994	3.16799	3.37348	3.54929	3.32881	3.40021	3.13689	3.0641	2.98628	2.99128	3.35386	3.00994	3.49328	4.58503	2.68918	2.81543	3.19621	3.3496	3.46059	3.52969	2.88409	2.99666	2.3844	2.7018	2.36669	2.41786	2.92785	2.51704	2.53265
STOML1	5.50437	5.70594	5.22643	5.46291	6.14074	4.7618	4.87948	5.15451	5.21307	5.3886	5.36067	5.17447	4.1874	6.04367	4.55707	4.98058	4.36056	5.23088	5.39565	4.2174	5.56635	5.82888	5.6499	5.3893	5.42495	5.6928	5.78393	6.15635	5.85728
SEMA6B	2.30099	2.29224	2.3084	2.43404	2.89641	2.75986	2.64991	2.23637	2.2572	3.01048	2.87356	2.19022	2.73299	3.79045	2.95232	2.68319	2.88278	2.77466	2.47876	2.21068	2.42816	2.3511	2.16817	2.10995	2.28062	2.07217	2.20125	2.79521	2.23013
LINC01278	5.98446	4.03947	4.69763	4.62059	5.73123	4.41772	4.88838	5.28548	4.64848	4.67076	4.73544	5.2743	5.06564	4.08346	5.14814	4.69056	4.8423	5.16802	4.72906	4.21261	4.66919	4.29227	4.93405	4.65147	4.73544	5.06841	4.10196	4.42398	4.52736
ACVR2B-AS1	4.66035	3.39372	3.79832	3.83505	4.15715	3.91163	3.48125	4.8488	3.88224	4.78508	3.87411	3.32892	3.48641	3.66809	3.88776	4.02453	3.22533	4.25865	4.26087	4.3653	3.63168	3.37754	3.46398	3.52462	3.59549	3.73586	3.53407	3.63206	3.33938
CBFA2T3	2.45778	2.37017	3.08366	2.32792	2.36817	2.92964	2.36849	2.76251	2.58098	3.0423	2.79507	2.90629	2.40004	3.57802	2.52361	2.74662	2.65008	3.20617	2.7075	4.65099	2.76708	2.94428	2.05333	2.11268	2.35105	1.75034	2.44677	1.84265	2.34577
TMEM265	5.00943	5.15871	4.42832	4.1639	4.68243	4.67207	4.33907	4.47338	4.09739	4.49853	3.52571	4.29887	4.06999	4.34099	4.8108	3.92119	4.63741	3.73817	4.21094	3.98155	4.94631	5.2493	4.11577	4.25957	4.13735	4.20482	4.29703	3.99606	4.0993
ZSCAN1	2.88293	2.5232	3.05901	2.80267	2.87401	2.72067	3.60281	3.05467	2.48968	2.78722	3.25994	2.62709	2.521	4.08372	2.75644	2.36591	3.06103	3.20876	3.2817	2.46979	3.28583	2.84884	2.51553	2.35725	2.70735	2.30342	2.66107	2.51049	2.65145
CUTA	10.4832	10.9865	10.5739	10.555	11.0306	9.00058	11.4259	10.0326	10.3153	11.1231	9.90867	10.4712	10.4138	8.72	10.143	10.4267	10.3463	10.0467	9.93332	10.4223	9.40751	9.37164	10.3719	10.1884	9.49354	9.73394	10.1086	10.32	10.2925
TRIM43	2.96167	2.72184	3.84467	3.15344	4.36892	3.68198	3.85015	4.93341	2.97638	3.6612	3.20109	3.18559	3.18463	3.671	2.91915	2.83934	2.94014	2.82633	2.66325	2.927	2.55532	2.79467	2.35231	2.32936	2.43079	2.47815	2.60616	2.69041	2.60409
TRIM43B	2.96167	2.72184	3.84467	3.15344	4.36892	3.68198	3.85015	4.93341	2.97638	3.6612	3.20109	3.18559	3.18463	3.671	2.91915	2.83934	2.94014	2.82633	2.66325	2.927	2.55532	2.79467	2.35231	2.32936	2.43079	2.47815	2.60616	2.69041	2.60409
MINK1	4.97189	4.51304	4.88472	4.69259	5.09009	4.58452	4.77084	4.44449	4.59349	5.08169	5.01127	5.07288	4.80211	5.9083	5.20244	5.24992	4.31219	4.77084	5.05062	4.37347	5.15651	4.82871	4.24607	4.35857	4.71168	4.58781	4.16994	4.2611	4.52864
FLJ25758	4.50223	4.21158	4.32729	4.41691	4.8924	4.3447	4.01214	4.63742	4.23014	4.64578	5.04467	4.00996	4.75503	5.22175	4.74378	4.0175	4.53503	4.38509	5.23686	4.48841	4.79672	4.76521	3.79239	3.85705	4.46605	3.98728	4.46929	4.13817	4.20634
RAB3IP	6.72241	6.58271	6.29067	5.97825	5.08867	4.86203	6.44513	7.10941	6.32775	5.57704	5.81444	6.14235	6.09158	4.26782	6.00812	6.45225	6.10714	6.3222	6.04024	5.99323	5.89276	5.91486	6.49704	6.18941	7.25603	7.15747	5.66454	6.03687	7.01344
DAB1	3.20763	3.24413	3.56134	3.74252	4.15699	3.52713	4.21286	4.29452	3.59	4.47139	3.84553	3.54795	3.52286	4.38161	3.58237	3.49596	3.63981	3.74501	3.6658	3.79627	3.51409	3.21303	2.98476	3.08282	3.03092	3.08366	2.90077	2.75072	3.13375
CHIT1	3.26081	3.15009	3.36623	3.65573	2.88845	3.1198	3.80767	2.87563	2.82038	4.01805	3.40685	2.39794	2.9276	4.52891	3.0202	3.29699	2.57698	2.76377	2.36979	2.7548	3.14798	3.40685	2.75968	2.82077	2.88643	2.46265	2.98406	2.66612	2.74271
LINC01069	2.92087	2.68109	2.94586	2.49198	2.65702	3.16258	3.32055	3.59057	2.65702	3.17767	2.78727	3.03388	2.82559	3.01405	2.41754	3.03457	2.56677	2.48939	2.96948	2.90396	2.4123	2.30364	2.61594	2.43223	2.40012	2.34142	2.35097	2.34836	2.50312
PLXNA4	4.06756	2.48538	3.91346	3.12654	2.93197	2.66396	3.79269	3.20371	3.16122	5.6956	2.38209	3.73302	3.02322	3.34778	2.5103	3.07021	2.96288	4.05983	2.92686	3.12199	2.41951	2.86822	2.66664	2.93197	2.71596	2.72779	2.56472	2.3931	2.6793
TNNI2	3.67433	3.5301	3.98907	6.32304	3.47596	3.51964	3.63214	3.80328	3.24416	3.42693	3.36567	3.41128	3.3068	4.13456	3.84366	3.16492	3.48637	3.46264	3.91976	3.89278	4.56914	4.61582	3.11842	2.93687	3.09081	2.85509	3.37077	3.01865	3.50825
TTC38	4.12052	3.8449	4.21307	4.24188	4.26964	4.11325	4.32944	4.09778	4.22063	4.53897	5.07592	4.31673	3.89885	6.10438	4.67772	4.43568	4.62756	4.27305	4.60768	4.68158	3.9505	3.51593	2.93256	3.82456	4.05211	3.75158	3.72133	3.79443	4.00441
PDPK1	1.94012	2.58982	2.47094	2.93895	2.74742	2.22233	3.29299	2.74742	2.39094	2.77748	2.19369	2.483	2.60364	2.9282	2.5103	3.18616	2.88072	3.34752	3.08002	2.9022	2.51701	2.53945	3.18422	2.93188	3.0385	3.05382	2.66107	3.10457	3.09659
HOXB1	3.06372	3.07758	3.58633	3.25919	3.88274	4.37749	3.99239	3.52983	3.02412	3.7567	2.8271	3.10501	3.13166	3.64177	2.92267	3.16448	3.25687	3.24403	3.80429	3.18107	3.69892	3.81202	2.87147	3.02178	3.15485	3.1269	3.49373	3.25687	3.25687
BTNL9	4.43709	4.3174	4.80457	5.34297	4.6491	4.68887	5.32561	5.12855	5.1184	4.66072	4.86203	4.56581	4.65621	5.11359	5.01813	4.76026	4.5183	5.21476	4.97378	4.47835	4.57271	4.80375	3.60974	3.59899	3.9521	3.91591	4.70827	4.32001	4.16976
SNAI1	3.02122	2.69103	2.87869	3.06334	2.84398	2.63382	3.20737	2.88296	2.61609	2.87869	2.2895	2.36342	2.29107	3.96529	2.9651	2.33532	2.40761	2.73837	2.42216	2.45317	2.87869	2.65417	3.1526	2.95316	3.5782	3.69495	3.55415	3.5598	3.47752
IKBKG	6.94124	7.75521	7.82355	7.55091	7.33207	7.73835	7.65059	7.65953	7.22233	7.6064	7.72586	7.32058	7.22673	6.54545	7.33243	7.27026	7.25788	7.27544	7.33207	7.4274	7.03606	7.23418	7.02098	6.92927	6.68292	6.92786	7.01445	6.75292	6.95927
CERNA1	2.20009	1.93196	2.20604	1.91881	1.94064	2.6421	1.69282	2.10318	1.90214	1.83434	2.17796	2.83099	2.54697	2.18869	1.94945	3.4665	2.43847	3.04268	2.41336	3.49517	2.2921	2.49987	2.14744	2.2066	1.63054	1.67322	1.85523	1.8429	1.78275
CLDN18	2.70685	2.35579	2.79826	2.54733	3.08406	3.05977	2.95886	2.70685	2.76386	3.49089	3.05707	3.03164	2.85152	4.28653	3.08536	3.36603	2.46979	3.20831	3.38008	2.29717	2.78242	2.79267	2.19641	2.17379	2.18996	2.5236	2.65648	2.22881	2.62841
PLPPR3	3.80511	3.26469	3.49671	3.57214	3.77546	3.40021	4.21984	2.98979	2.88863	3.55769	3.4065	3.77527	3.03721	4.27221	3.67639	3.52662	3.41684	4.08763	3.66822	3.74475	4.54531	4.33559	3.45057	3.66822	3.75281	3.69097	3.9867	4.07588	4.05465
PDXDC2P-NPIPB14P	3.94384	4.39223	3.70552	3.36465	3.81399	3.40021	3.57755	3.72699	3.18292	3.85916	3.67718	3.5378	3.5039	4.67417	3.58237	4.07663	3.59519	3.95606	3.94736	3.63337	4.117	4.29296	4.13548	4.44279	4.32349	4.40432	4.13132	3.86858	3.80425
IL21R-AS1	5.09471	4.69378	4.82874	5.33347	5.37292	5.51431	5.01075	5.00846	5.15927	5.32733	5.32604	4.64967	5.15541	5.29236	4.64106	4.83733	4.90327	4.74065	5.27667	5.01663	5.17194	5.31506	4.67623	4.68962	4.67619	4.7799	4.63829	5.0242	4.92229
IGHMBP2	5.49346	5.25384	4.72952	4.75617	5.27769	5.81846	5.60288	4.74003	4.94873	5.16838	5.276	4.24777	5.10719	4.8758	4.50651	4.99122	4.37885	4.88334	5.10104	5.08605	5.38412	5.47902	4.9999	5.31299	5.82905	5.41935	5.45433	5.11417	5.84926
LINC00163	3.86185	3.27412	3.62724	3.94018	4.02297	3.31585	4.27159	3.02325	3.41833	3.95532	4.14864	3.40068	3.38831	4.81012	3.25022	3.399	3.67355	3.78615	3.37099	3.63327	3.44625	3.68375	3.17379	3.3736	3.06862	2.98651	3.0314	3.15489	3.19722
PRPF8	7.96486	7.50579	7.99577	8.36337	7.37751	6.99382	7.61376	7.39559	6.99922	6.94135	7.70559	7.63259	7.96884	6.62331	7.81426	8.01945	8.04157	7.78664	7.2236	8.12755	7.77038	7.621	7.86839	7.88256	8.15767	8.31288	8.28908	8.36788	8.51702
LEMD3	8.33331	8.22061	9.03109	8.86043	7.87964	8.29469	8.35085	9.86766	9.34858	7.61078	8.22926	9.537	8.99725	7.46382	8.32472	8.66417	9.45065	8.61422	8.94918	8.47857	8.42463	8.28384	8.53856	8.57608	8.81453	8.79392	8.53288	8.50151	8.72618
AQP3	3.80265	4.08765	3.67053	4.07463	4.28909	4.59961	4.04428	3.7428	3.7428	3.99273	3.81879	3.53894	3.61595	4.37734	4.18139	3.67721	3.36972	3.38564	3.96443	3.70263	6.26615	6.02854	3.35801	3.27628	3.48855	3.57822	3.35654	3.46493	3.64615
DBP	3.34916	4.08765	3.31053	2.92252	4.24672	3.32805	2.76932	3.22818	3.72616	4.1986	2.85535	2.87542	2.88161	3.50288	2.46534	2.55127	2.82576	3.32342	3.28546	2.81355	3.57183	3.6384	2.79287	2.8638	2.82329	3.01966	2.68417	2.52565	2.55279
LOC100287387	2.08956	2.08999	1.67801	2.02376	1.9396	2.12149	2.10847	1.71812	1.88534	1.98158	2.78211	2.33379	2.36401	2.62516	2.18081	2.09381	2.27305	2.3906	1.8429	2.14082	2.3626	2.36541	4.38258	4.83786	3.44866	3.37752	3.14849	2.62288	2.73988
SLC6A2	3.82807	3.07805	3.54819	3.29236	3.73438	3.59765	3.59511	3.9188	3.29262	4.24823	3.86315	3.29919	3.39552	6.28713	6.9703	3.84647	3.55941	3.82001	3.89641	3.77027	3.35318	3.34335	3.156	3.12801	3.21693	2.94655	3.31541	2.88134	3.3128
STX17-AS1	2.35626	2.72704	3.29684	2.37227	4.01419	2.68257	2.46693	2.71122	2.75096	3.06705	1.91819	2.44431	2.4536	2.31216	2.28588	3.08732	2.1758	2.2157	2.49909	2.91614	2.01015	2.24029	2.20709	2.2998	2.12405	2.16035	2.03332	2.04505	1.96413
SUN2	8.11213	7.60688	7.28711	7.92431	7.94406	7.0133	7.29801	7.42632	8.24156	7.29466	7.81872	7.23379	7.55549	7.70708	7.54899	7.41515	7.49752	7.1719	7.72514	7.992	7.27636	6.84972	7.4297	7.51646	6.52436	6.69987	6.5007	6.4616	6.47854
MINDY1	5.41063	5.60872	6.74556	6.22953	6.60311	6.41422	6.18104	5.89834	5.5273	7.37226	6.01559	5.86895	6.37142	5.64394	5.85985	6.09427	6.57682	6.36384	6.09427	6.09427	6.50534	6.47093	6.16358	6.13863	5.1716	5.34682	6.10527	5.83625	5.6875
WBP2	5.67421	6.90688	4.49716	4.71623	4.93282	4.43515	5.10267	4.22569	4.79805	4.75017	4.72064	5.21903	5.10479	5.34253	4.7147	5.01778	5.05281	5.08553	4.52745	5.07875	4.5947	4.66274	5.72842	5.38504	5.22975	5.4349	4.88561	5.29701	5.25121
ELF5	3.17986	2.43799	2.31261	3.4661	3.1123	2.43641	2.94089	2.38349	3.28636	2.86594	2.51103	2.71686	3.21469	3.7264	3.34497	2.53522	2.67699	2.98808	2.45489	2.72214	2.98979	2.77525	2.27163	2.55357	2.54641	2.43641	2.64341	2.10541	2.56633
SNX11	5.32132	6.00181	5.42302	5.03012	4.15053	5.42649	5.73555	4.95459	5.79747	5.31776	4.9876	4.84147	5.44437	5.2263	5.12809	5.42649	4.51261	5.32272	5.25209	5.02328	5.23355	5.48278	5.76593	6.1047	6.1659	5.3686	5.61944	5.66288	5.98814
PDCD4-AS1	3.35302	3.27162	3.52723	3.47035	2.63509	2.92523	2.57779	3.1618	2.85743	3.44588	3.58718	3.52676	3.13766	2.99245	3.88042	3.22493	2.99247	3.10147	3.9134	3.30644	2.71374	2.66928	3.10249	2.76076	3.48862	3.69402	3.93695	4.10435	4.30173
CDKN2A-DT	3.32113	2.81331	3.06908	3.3568	3.44016	4.43251	3.29477	3.69745	3.52798	3.68995	3.23493	2.84719	3.04722	4.51871	3.80995	2.9523	3.41254	2.54777	3.32523	3.0385	3.82456	3.60785	2.94108	3.39258	3.48037	3.26032	3.60385	3.32916	3.22487
LOC101927051	4.00454	3.91001	3.48472	3.70739	4.35926	3.62054	3.28043	3.70733	3.46471	3.73894	4.03989	3.27558	3.7041	5.21739	3.21557	3.91001	4.01947	3.70739	3.9521	4.10963	4.40019	4.21775	3.42608	3.47422	4.05005	3.76676	3.37172	3.83639	3.71803
TCN2	4.77026	4.15647	4.07026	4.75143	4.38124	4.04952	4.93877	4.47317	4.41879	4.44967	4.34797	4.25308	4.89563	5.68689	4.38509	3.58949	4.37589	4.39288	4.28303	4.71595	5.20161	5.19709	4.06376	4.19727	3.7127	3.71212	4.54379	4.30246	4.1813
GPA33	3.37352	3.63268	3.9829	4.09486	3.18405	4.5422	4.09063	3.58031	3.82456	4.4953	3.86698	3.2052	4.0923	5.29728	4.05444	3.39302	4.42376	3.29738	3.67342	4.01426	3.55611	3.72675	3.78521	3.67271	3.31164	3.17113	4.25603	3.91406	3.84272
LINC01898	4.03473	3.54454	4.40509	3.65645	3.92062	4.71462	4.14416	4.33711	3.91276	4.32441	3.9958	3.8772	4.19687	5.11972	3.89277	3.95558	4.20191	4.13376	4.57422	3.97036	3.93479	3.77595	3.32163	3.48638	3.87937	3.38726	3.61945	3.45948	3.6624
NSUN3	5.5585	6.40123	5.55814	6.44428	6.72807	6.17539	5.54416	6.55691	7.11211	6.27317	5.65812	6.40261	6.12291	4.91495	6.74576	6.63368	6.59258	6.76825	6.29943	5.1148	6.34313	6.12566	6.76673	6.52284	6.59457	6.56083	6.95675	6.66009	6.85858
PPP4R2	2.71942	2.29224	3.40036	3.01324	4.69021	2.37398	3.09457	3.55781	3.23292	3.10722	3.90359	2.87328	3.27196	3.40766	3.67777	3.53168	3.00339	3.12708	3.43888	3.49756	2.74347	2.83281	3.00238	3.28326	2.99592	3.19738	2.70058	2.60998	3.08834
GBX1	4.35056	4.36632	4.82512	4.21154	4.86976	4.51911	4.53369	4.65191	3.84801	4.49699	4.72705	3.90325	4.22749	5.93324	3.98888	4.02959	4.20749	4.27139	4.21235	4.56396	4.35703	4.72899	3.97972	3.91476	4.09059	3.92583	4.65511	3.96707	4.32297
AQP4-AS1	3.10187	2.99667	3.61357	3.26661	3.09163	3.81936	3.02867	3.25844	3.27197	3.49822	3.16135	3.02841	3.17334	4.14807	4.04263	3.62318	4.08358	3.5881	3.23447	3.07187	2.96392	2.9908	2.69416	2.90725	2.799	2.81543	2.87344	2.57802	2.5107
ZXDA	2.93732	2.91535	2.24336	4.04637	2.75575	2.91994	3.20431	2.79924	2.92514	3.12424	3.30241	3.21176	2.91355	3.30241	3.25022	2.78272	2.86276	3.44778	2.68958	2.89686	4.2611	3.93435	3.30241	3.53002	3.80509	3.7013	3.40318	2.94622	3.49475
ZXDB	2.93732	2.91535	2.24336	4.04637	2.75575	2.91994	3.20431	2.79924	2.92514	3.12424	3.30241	3.21176	2.91355	3.30241	3.25022	2.78272	2.86276	3.44778	2.68958	2.89686	4.2611	3.93435	3.30241	3.53002	3.80509	3.7013	3.40318	2.94622	3.49475
PLEKHM3	4.62467	3.63576	4.95829	3.96101	3.97091	3.36523	4.54174	5.33864	3.75663	4.53401	4.14394	3.60882	3.9377	6.16687	4.13055	3.7214	3.67392	4.29017	4.11381	3.22238	3.16091	3.25993	3.60974	3.50971	3.81401	3.71985	3.43578	3.89978	3.64598
FZD9	4.06113	3.29767	3.72046	3.56558	3.41074	3.28508	3.60725	3.02921	2.92482	3.58667	2.93695	3.2052	3.0314	4.19453	3.05279	2.97932	2.91399	2.91873	3.20248	2.7726	3.43773	3.68795	3.30591	3.34546	3.29767	3.24852	3.42925	3.29368	3.67534
GAA	7.51907	4.45085	5.57364	6.36147	5.77156	5.84356	5.24678	6.29607	5.96866	6.43127	5.76798	5.50217	5.84757	5.89952	5.5897	5.46605	6.05899	5.85513	6.12802	5.52497	6.76398	6.72359	5.07482	5.02094	5.61568	5.69358	5.7615	5.27323	5.57792
CD99L2	5.28065	6.0129	4.50923	4.76473	4.49574	4.71217	5.07263	4.54969	4.46981	4.87578	4.69671	4.76533	4.787	4.56231	5.03598	4.72821	4.87534	4.78037	4.81479	4.36998	5.24619	5.1842	5.95176	5.74078	5.11292	5.23065	5.46925	5.48025	5.78048
ZNF510	4.18267	5.20068	3.64738	3.35021	3.94221	3.7225	4.0226	4.23807	3.80878	3.06803	3.19542	4.01109	3.39479	4.40051	3.05164	4.33684	4.23819	4.47359	3.89917	4.4759	3.99279	3.93684	4.06917	3.9403	3.6538	3.56923	3.70582	3.64877	3.9505
RBM42	9.011	8.13523	7.16192	7.1397	7.33207	5.76389	7.9472	7.79299	6.9207	6.87194	6.72132	6.29176	6.72182	5.18678	6.60006	6.84669	6.53222	6.67589	6.69112	6.6557	7.19192	7.09044	6.8481	6.7988	6.89037	6.60581	6.55175	6.44071	6.70749
ABHD12B	2.53065	1.84408	2.2835	2.26863	2.13508	2.32905	2.22757	2.34369	2.2327	2.03072	2.20766	2.00594	2.11819	3.30241	2.32205	2.06176	2.46979	2.4116	1.8429	2.43073	1.71804	1.66286	1.76697	1.64379	1.69272	1.78822	1.7602	1.74894	1.82051
MIR4454	2.53065	1.84408	2.2835	2.26863	2.13508	2.32905	2.22757	2.34369	2.2327	2.03072	2.20766	2.00594	2.11819	3.30241	2.32205	2.06176	2.46979	2.4116	1.8429	2.43073	1.71804	1.66286	1.76697	1.64379	1.69272	1.78822	1.7602	1.74894	1.82051
RHAG	2.54086	3.03817	3.46814	3.43553	3.43553	3.33341	2.78859	2.93773	2.90278	3.43737	3.10924	3.3661	3.23199	4.17027	3.05268	2.88546	3.31643	3.13404	3.0418	2.92433	3.13649	3.39007	2.43573	2.78426	2.58516	2.15586	2.88546	2.79967	2.74174
LOC101928797	2.85003	2.78163	3.05496	2.52998	2.59915	3.05167	2.59419	2.94107	3.04645	2.93592	3.28147	3.97878	3.10138	4.16808	3.18279	3.0026	2.76387	2.83569	3.36451	3.23026	2.47156	2.60284	2.36607	2.15183	2.52128	2.46974	2.49674	2.34836	2.48489
ASGR2	4.46981	3.94728	4.52216	4.0308	4.2025	4.02503	4.57236	4.62953	4.0993	4.69899	4.51542	3.8723	4.20601	6.19977	3.45125	3.97897	4	4.00179	3.8332	4.31602	4.11293	3.7099	3.50816	3.6056	3.99327	3.50816	3.75711	3.78244	3.30485
ZNF77	2.17427	2.40482	2.24441	2.02779	2.41593	2.77793	2.83588	2.93632	2.24354	2.48845	2.01852	2.39785	2.0254	2.83562	2.5103	2.15754	2.23115	2.32882	2.45559	2.48845	2.71656	2.79461	2.57144	2.28613	2.77564	2.33263	2.81505	3.06873	2.87611
